"Sequence Name","coded_by"
"XP_020917268","XM_021061609.1:90..683"
"XP_020917276","XM_021061617.1:90..683"
"XP_020917264","XM_021061605.1:161..12298"
"XP_020917263","XM_021061604.1:44..1909"
"XP_020917262","XM_021061603.1:24..8687"
"XP_020917261","XM_021061602.1:1..3873"
"XP_020917260","XM_021061601.1:29..499"
"XP_020917256","XM_021061597.1:4..1764"
"XP_020917259","XM_021061600.1:3..1718"
"XP_020917257","XM_021061598.1:3..1739"
"XP_020917255","XM_021061596.1:215..2143"
"XP_020917254","XM_021061595.1:42..476"
"XP_020917258","XM_021061599.1:19..777"
"XP_020917252","XM_021061593.1:71..1366"
"XP_020917251","XM_021061592.1:96..470"
"XP_020917250","XM_021061591.1:969..1532"
"XP_020917248","XM_021061589.1:6..692"
"XP_020917249","XM_021061590.1:6..590"
"XP_020917247","XM_021061588.1:89..1171"
"XP_020917246","XM_021061587.1:27..1349"
"XP_020917244","XM_021061585.1:7..1905"
"XP_020917243","XM_021061584.1:42..2174"
"XP_020917242","XM_021061583.1:462..2762"
"XP_020917245","XM_021061586.1:34..828"
"XP_020917241","XM_021061582.1:63..785"
"XP_020917240","XM_021061581.1:19..1671"
"XP_020917239","XM_021061580.1:105..2567"
"XP_020917238","XM_021061579.1:612..2072"
"XP_020917237","XM_021061578.1:16..534"
"XP_020917235","XM_021061576.1:57..704"
"XP_020917234","XM_021061575.1:57..722"
"XP_020917236","XM_021061577.1:212..664"
"XP_020917232","XM_021061573.1:130..966"
"XP_020917230","XM_021061571.1:130..972"
"XP_020917231","XM_021061572.1:130..972"
"XP_020917233","XM_021061574.1:52..948"
"XP_020917229","XM_021061570.1:193..1056"
"XP_020917228","XM_021061569.1:105..1547"
"XP_020917227","XM_021061568.1:96..1859"
"XP_020917226","XM_021061567.1:273..986"
"XP_020917225","XM_021061566.1:1296"
"XP_020917224","XM_021061565.1:810"
"XP_020917223","XM_021061564.1:<1..4531"
"XP_020917221","XM_021061562.1:456..1883"
"XP_020917220","XM_021061561.1:456..1883"
"XP_020917219","XM_021061560.1:103..801"
"XP_020917222","XM_021061563.1:17..919"
"XP_020917218","XM_021061559.1:17..769"
"XP_020917217","XM_021061558.1:503..>2133"
"XP_020917216","XM_021061557.1:611"
"XP_020917253","XM_021061594.1:112..618"
"XP_020917215","XM_021061556.1:28..342"
"XP_020917214","XM_021061555.1:122..628"
"XP_020917212","XM_021061553.1:121..627"
"XP_020917211","XM_021061552.1:1..747"
"XP_020917213","XM_021061554.1:107..1378"
"XP_020917210","XM_021061551.1:1..807"
"XP_020917209","XM_021061550.1:1..1293"
"XP_020917208","XM_021061549.1:1..606"
"XP_020917207","XM_021061548.1:1..1554"
"XP_020917205","XM_021061546.1:1..960"
"XP_020917204","XM_021061545.1:1..2271"
"XP_020917206","XM_021061547.1:94..1473"
"XP_020917203","XM_021061544.1:1..1089"
"XP_020917202","XM_021061543.1:1..711"
"XP_020917201","XM_021061542.1:1..957"
"XP_020917200","XM_021061541.1:1..2613"
"XP_020917199","XM_021061540.1:1..1878"
"XP_020917198","XM_021061539.1:170..1861"
"XP_020917196","XM_021061537.1:1..909"
"XP_020917195","XM_021061536.1:1..966"
"XP_020917197","XM_021061538.1:118..1617"
"XP_020917194","XM_021061535.1:1..465"
"XP_020917192","XM_021061533.1:408..920"
"XP_020917193","XM_021061534.1:169..597"
"XP_020917191","XM_021061532.1:17..>587"
"XP_020917190","XM_021061531.1:42..365"
"XP_020917188","XM_021061529.1:64..309"
"XP_020917187","XM_021061528.1:83..1651"
"XP_020917186","XM_021061527.1:20..1453"
"XP_020917185","XM_021061526.1:23..>602"
"XP_020917184","XM_021061525.1:1..552"
"XP_020917181","XM_021061522.1:107..715"
"XP_020917182","XM_021061523.1:208..816"
"XP_020917180","XM_021061521.1:<1..1453"
"XP_020917183","XM_021061524.1:87..1625"
"XP_020917189","XM_021061530.1:225..1709"
"XP_020917177","XM_021061518.1:37..10491"
"XP_020917178","XM_021061519.1:33..9989"
"XP_020917179","XM_021061520.1:32..9892"
"XP_020917176","XM_021061517.1:263..811"
"XP_020917175","XM_021061516.1:101..730"
"XP_020917174","XM_021061515.1:126..764"
"XP_020917173","XM_021061514.1:110..883"
"XP_020917171","XM_021061512.1:126..2045"
"XP_020917169","XM_021061510.1:127..2100"
"XP_020917172","XM_021061513.1:78..1793"
"XP_020917168","XM_021061509.1:72..968"
"XP_020917167","XM_021061508.1:224..1507"
"XP_020917170","XM_021061511.1:58..1656"
"XP_020917166","XM_021061507.1:690..1160"
"XP_020917165","XM_021061506.1:66..662"
"XP_020917164","XM_021061505.1:12..2201"
"XP_020917163","XM_021061504.1:15..623"
"XP_020917162","XM_021061503.1:30..1481"
"XP_020917161","XM_021061502.1:101..1129"
"XP_020917160","XM_021061501.1:333..1595"
"XP_020917159","XM_021061500.1:77..319"
"XP_020917158","XM_021061499.1:97..1656"
"XP_020917156","XM_021061497.1:1..>1786"
"XP_020917155","XM_021061496.1:329..1960"
"XP_020917154","XM_021061495.1:<1..844"
"XP_020917153","XM_021061494.1:1..>1029"
"XP_020917152","XM_021061493.1:245..655"
"XP_020917149","XM_021061490.1:328..975"
"XP_020917150","XM_021061491.1:233..880"
"XP_020917148","XM_021061489.1:1..1290"
"XP_020917147","XM_021061488.1:1..756"
"XP_020917146","XM_021061487.1:<1..351"
"XP_020917145","XM_021061486.1:135..986"
"XP_020917143","XM_021061484.1:12..1187"
"XP_020917142","XM_021061483.1:43..1275"
"XP_020917139","XM_021061480.1:160..1713"
"XP_020917140","XM_021061481.1:143..1696"
"XP_020917141","XM_021061482.1:160..1671"
"XP_020917138","XM_021061479.1:1..1911"
"XP_020917135","XM_021061476.1:7..642"
"XP_020917137","XM_021061478.1:7..624"
"XP_020917134","XM_021061475.1:90..1814"
"XP_020917133","XM_021061474.1:12..6734"
"XP_020917136","XM_021061477.1:53..2284"
"XP_020917151","XM_021061492.1:53..2281"
"XP_020917157","XM_021061498.1:27..2231"
"XP_020917144","XM_021061485.1:27..2255"
"XP_020917132","XM_021061473.1:69..659"
"XP_020917131","XM_021061472.1:1..1701"
"XP_020917130","XM_021061471.1:40..1710"
"XP_020917129","XM_021061470.1:114..1049"
"XP_020917128","XM_021061469.1:14..1594"
"XP_020917127","XM_021061468.1:88..903"
"XP_020917126","XM_021061467.1:18..824"
"XP_020917124","XM_021061465.1:14..1087"
"XP_020917123","XM_021061464.1:53..1540"
"XP_020917122","XM_021061463.1:1..1698"
"XP_020917118","XM_021061459.1:695..2230"
"XP_020917119","XM_021061460.1:749..2284"
"XP_020917121","XM_021061462.1:214..1749"
"XP_020917117","XM_021061458.1:307..1329"
"XP_020917116","XM_021061457.1:457..1284"
"XP_020917114","XM_021061455.1:104..793"
"XP_020917104","XM_021061445.1:25..1488"
"XP_020917113","XM_021061454.1:269..1669"
"XP_020917112","XM_021061453.1:269..1672"
"XP_020917103","XM_021061444.1:274..1806"
"XP_020917106","XM_021061447.1:688..2124"
"XP_020917107","XM_021061448.1:925..2361"
"XP_020917108","XM_021061449.1:533..1969"
"XP_020917109","XM_021061450.1:83..1519"
"XP_020917110","XM_021061451.1:318..1754"
"XP_020917111","XM_021061452.1:46..1482"
"XP_020917102","XM_021061443.1:219..860"
"XP_020917099","XM_021061440.1:57..938"
"XP_020917101","XM_021061442.1:51..917"
"XP_020917100","XM_021061441.1:51..917"
"XP_020917098","XM_021061439.1:51..962"
"XP_020917097","XM_021061438.1:34..1311"
"XP_020917092","XM_021061433.1:280..1173"
"XP_020917093","XM_021061434.1:186..1079"
"XP_020917094","XM_021061435.1:276..1169"
"XP_020917095","XM_021061436.1:73..966"
"XP_020917096","XM_021061437.1:534..1253"
"XP_020917105","XM_021061446.1:275..994"
"XP_020917115","XM_021061456.1:182..901"
"XP_020917125","XM_021061466.1:255..974"
"XP_020917091","XM_021061432.1:74..3238"
"XP_020917090","XM_021061431.1:<1..563"
"XP_020917089","XM_021061430.1:108..779"
"XP_020917088","XM_021061429.1:89..1348"
"XP_020917087","XM_021061428.1:50..466"
"XP_020917085","XM_021061426.1:100..1323"
"XP_020917084","XM_021061425.1:12..1007"
"XP_020917083","XM_021061424.1:5..778"
"XP_020917086","XM_021061427.1:2..4237"
"XP_020917082","XM_021061423.1:86..967"
"XP_020917120","XM_021061461.1:5..1663"
"XP_020917080","XM_021061421.1:56..3721"
"XP_020917081","XM_021061422.1:56..3709"
"XP_020917079","XM_021061420.1:258..686"
"XP_020917078","XM_021061419.1:867..1880"
"XP_020917076","XM_021061417.1:1..1845"
"XP_020917075","XM_021061416.1:1..636"
"XP_020917074","XM_021061415.1:1..591"
"XP_020917077","XM_021061418.1:184..16191"
"XP_020917073","XM_021061414.1:21..1676"
"XP_020917072","XM_021061413.1:1..1086"
"XP_020917071","XM_021061412.1:8..1075"
"XP_020917070","XM_021061411.1:1..924"
"XP_020917069","XM_021061410.1:1..2562"
"XP_020917068","XM_021061409.1:66..2195"
"XP_020917067","XM_021061408.1:1..7179"
"XP_020917065","XM_021061406.1:11..2233"
"XP_020917064","XM_021061405.1:310..999"
"XP_020917063","XM_021061404.1:38..3274"
"XP_020917066","XM_021061407.1:1..1125"
"XP_020917062","XM_021061403.1:<1..663"
"XP_020917061","XM_021061402.1:1..3999"
"XP_020917060","XM_021061401.1:187..1365"
"XP_020917059","XM_021061400.1:15..353"
"XP_020917058","XM_021061399.1:1..1173"
"XP_020917057","XM_021061398.1:1..897"
"XP_020917056","XM_021061397.1:1..963"
"XP_020917055","XM_021061396.1:61..2046"
"XP_020917054","XM_021061395.1:125..703"
"XP_020917053","XM_021061394.1:110..1057"
"XP_020917052","XM_021061393.1:107..1339"
"XP_020917051","XM_021061392.1:265..2601"
"XP_020917050","XM_021061391.1:85..744"
"XP_020917049","XM_021061390.1:51..752"
"XP_020917048","XM_021061389.1:24..689"
"XP_020917047","XM_021061388.1:24..752"
"XP_020917519","XM_021061860.1:247..585"
"XP_020917043","XM_021061384.1:19..1986"
"XP_020917044","XM_021061385.1:19..1572"
"XP_020917042","XM_021061383.1:1..1002"
"XP_020917046","XM_021061387.1:89..796"
"XP_020917041","XM_021061382.1:259..1776"
"XP_020917040","XM_021061381.1:159..1688"
"XP_020917039","XM_021061380.1:207..1760"
"XP_020917038","XM_021061379.1:62..2365"
"XP_020917037","XM_021061378.1:167..1099"
"XP_020917036","XM_021061377.1:433..1389"
"XP_020917035","XM_021061376.1:57..1523"
"XP_020917033","XM_021061374.1:57..1526"
"XP_020917032","XM_021061373.1:237..2438"
"XP_020917034","XM_021061375.1:1..2049"
"XP_020917029","XM_021061370.1:14..2404"
"XP_020917030","XM_021061371.1:90..2339"
"XP_020917031","XM_021061372.1:14..1981"
"XP_020917028","XM_021061369.1:1..483"
"XP_020917027","XM_021061368.1:1..2121"
"XP_020917026","XM_021061367.1:1..1560"
"XP_020917025","XM_021061366.1:270..1361"
"XP_020917024","XM_021061365.1:354..1322"
"XP_020917023","XM_021061364.1:1..645"
"XP_020917021","XM_021061362.1:<1..501"
"XP_020917020","XM_021061361.1:17..355"
"XP_020917019","XM_021061360.1:139..>841"
"XP_020917022","XM_021061363.1:98..967"
"XP_020917018","XM_021061359.1:286..1131"
"XP_020917016","XM_021061357.1:64..972"
"XP_020917017","XM_021061358.1:197..931"
"XP_020917015","XM_021061356.1:1..1629"
"XP_020917014","XM_021061355.1:499..3201"
"XP_020917013","XM_021061354.1:2..406"
"XP_020917011","XM_021061352.1:29..568"
"XP_020917010","XM_021061351.1:1..>1511"
"XP_020917009","XM_021061350.1:189..854"
"XP_020917012","XM_021061353.1:1..1323"
"XP_020917008","XM_021061349.1:85..426"
"XP_020917006","XM_021061347.1:101..5728"
"XP_020917005","XM_021061346.1:162..635"
"XP_020917004","XM_021061345.1:252..1955"
"XP_020917003","XM_021061344.1:235..>868"
"XP_020917002","XM_021061343.1:231..731"
"XP_020917001","XM_021061342.1:97..651"
"XP_020917000","XM_021061341.1:873..1667"
"XP_020916999","XM_021061340.1:351..2276"
"XP_020916998","XM_021061339.1:12..515"
"XP_020916997","XM_021061338.1:103..645"
"XP_020916996","XM_021061337.1:181..756"
"XP_020916995","XM_021061336.1:76..1380"
"XP_020916994","XM_021061335.1:93..1403"
"XP_020916993","XM_021061334.1:232..4317"
"XP_020916992","XM_021061333.1:108..614"
"XP_020916990","XM_021061331.1:6..698"
"XP_020916989","XM_021061330.1:6..1778"
"XP_020916991","XM_021061332.1:1..>918"
"XP_020916986","XM_021061327.1:131..2296"
"XP_020916987","XM_021061328.1:131..2296"
"XP_020916988","XM_021061329.1:74..2020"
"XP_020916985","XM_021061326.1:226..4122"
"XP_020916984","XM_021061325.1:185..1210"
"XP_020916983","XM_021061324.1:644..1477"
"XP_020916982","XM_021061323.1:619..1482"
"XP_020916981","XM_021061322.1:82..1368"
"XP_020916980","XM_021061321.1:160..>1363"
"XP_020916978","XM_021061319.1:314..1246"
"XP_020916977","XM_021061318.1:379..1968"
"XP_020916976","XM_021061317.1:5..421"
"XP_020916979","XM_021061320.1:1..2682"
"XP_020916975","XM_021061316.1:1050..2210"
"XP_020916974","XM_021061315.1:1..1659"
"XP_020916973","XM_021061314.1:986..2212"
"XP_020917007","XM_021061348.1:16..5979"
"XP_020916972","XM_021061313.1:326..1240"
"XP_020916971","XM_021061312.1:113..1102"
"XP_020916970","XM_021061311.1:217..4629"
"XP_020916969","XM_021061310.1:86..4444"
"XP_020916967","XM_021061308.1:103..459"
"XP_020916966","XM_021061307.1:278..2962"
"XP_020916965","XM_021061306.1:1..783"
"XP_020916968","XM_021061309.1:1..1167"
"XP_020916964","XM_021061305.1:1..621"
"XP_020916963","XM_021061304.1:1..876"
"XP_020916962","XM_021061303.1:117..1313"
"XP_020916961","XM_021061302.1:1..465"
"XP_020916960","XM_021061301.1:446..1549"
"XP_020916959","XM_021061300.1:1..1029"
"XP_020916957","XM_021061298.1:1..1548"
"XP_020916956","XM_021061297.1:76..2151"
"XP_020916955","XM_021061296.1:112..5391"
"XP_020916958","XM_021061299.1:88..1233"
"XP_020916954","XM_021061295.1:130..984"
"XP_020916953","XM_021061294.1:85..2133"
"XP_020916952","XM_021061293.1:1..1566"
"XP_020916951","XM_021061292.1:189..1580"
"XP_020916950","XM_021061291.1:1..1917"
"XP_020916949","XM_021061290.1:74..3703"
"XP_020916948","XM_021061289.1:800..2434"
"XP_020916946","XM_021061287.1:153..>998"
"XP_020916945","XM_021061286.1:119..2362"
"XP_020916944","XM_021061285.1:1..678"
"XP_020916943","XM_021061284.1:1..1422"
"XP_020916942","XM_021061283.1:1..1524"
"XP_020916941","XM_021061282.1:103..>682"
"XP_020916937","XM_021061278.1:1818..5417"
"XP_020916938","XM_021061279.1:1841..5440"
"XP_020916940","XM_021061281.1:1480..5079"
"XP_020916947","XM_021061288.1:34..1086"
"XP_020916939","XM_021061280.1:34..1209"
"XP_020916934","XM_021061275.1:171..2030"
"XP_020916935","XM_021061276.1:51..1895"
"XP_020916936","XM_021061277.1:115..1929"
"XP_020916933","XM_021061274.1:299..2551"
"XP_020916931","XM_021061272.1:365..3070"
"XP_020916932","XM_021061273.1:311..3016"
"XP_020916930","XM_021061271.1:68..1732"
"XP_020916929","XM_021061270.1:161..1522"
"XP_020916928","XM_021061269.1:14..3427"
"XP_020916926","XM_021061267.1:80..412"
"XP_020916925","XM_021061266.1:168..1142"
"XP_020916924","XM_021061265.1:25..1311"
"XP_020916927","XM_021061268.1:360..1640"
"XP_020916923","XM_021061264.1:67..1449"
"XP_020916922","XM_021061263.1:56..1483"
"XP_020916921","XM_021061262.1:155..1606"
"XP_020916920","XM_021061261.1:157..1743"
"XP_020916919","XM_021061260.1:10..1758"
"XP_020916918","XM_021061259.1:74..1873"
"XP_020916916","XM_021061257.1:74..880"
"XP_020916917","XM_021061258.1:787..1440"
"XP_020916914","XM_021061255.1:306..2231"
"XP_020916913","XM_021061254.1:72..1271"
"XP_020916915","XM_021061256.1:320..1210"
"XP_020916912","XM_021061253.1:31..981"
"XP_020916911","XM_021061252.1:99..1052"
"XP_020916910","XM_021061251.1:180..1490"
"XP_020916909","XM_021061250.1:12..>375"
"XP_020916907","XM_021061248.1:1573..2217"
"XP_020916906","XM_021061247.1:80..868"
"XP_020916905","XM_021061246.1:1465"
"XP_020916904","XM_021061245.1:1..948"
"XP_020916903","XM_021061244.1:64..3837"
"XP_020916902","XM_021061243.1:54..1346"
"XP_020916901","XM_021061242.1:<1..3093"
"XP_020916898","XM_021061239.1:334..1134"
"XP_020916897","XM_021061238.1:15..599"
"XP_020916896","XM_021061237.1:3..476"
"XP_020916895","XM_021061236.1:1..669"
"XP_020916894","XM_021061235.1:1..1317"
"XP_020916892","XM_021061233.1:1..2415"
"XP_020916891","XM_021061232.1:83..1372"
"XP_020916890","XM_021061231.1:1..>3564"
"XP_020916893","XM_021061234.1:258..2825"
"XP_020916900","XM_021061241.1:258..2822"
"XP_020916908","XM_021061249.1:49..2109"
"XP_020916889","XM_021061230.1:88..2613"
"XP_020916888","XM_021061229.1:1..2322"
"XP_020916887","XM_021061228.1:89..955"
"XP_020916886","XM_021061227.1:48..2735"
"XP_020916885","XM_021061226.1:1..951"
"XP_020916884","XM_021061225.1:113..2662"
"XP_020916883","XM_021061224.1:1..1272"
"XP_020916881","XM_021061222.1:1..699"
"XP_020916880","XM_021061221.1:48..1418"
"XP_020916879","XM_021061220.1:74..1495"
"XP_020916882","XM_021061223.1:72..371"
"XP_020916878","XM_021061219.1:654..2504"
"XP_020916877","XM_021061218.1:73..20805"
"XP_020916875","XM_021061216.1:39..1121"
"XP_020916876","XM_021061217.1:39..1121"
"XP_020916874","XM_021061215.1:225..8390"
"XP_020916873","XM_021061214.1:92..547"
"XP_020916872","XM_021061213.1:92..547"
"XP_020916870","XM_021061211.1:57..1826"
"XP_020916869","XM_021061210.1:400..1422"
"XP_020916868","XM_021061209.1:16..942"
"XP_020916871","XM_021061212.1:54..821"
"XP_020916867","XM_021061208.1:115..1170"
"XP_020916866","XM_021061207.1:276..3782"
"XP_020916899","XM_021061240.1:53..415"
"XP_020916865","XM_021061206.1:89..763"
"XP_020916864","XM_021061205.1:406..1713"
"XP_020916863","XM_021061204.1:39..596"
"XP_020916862","XM_021061203.1:136..936"
"XP_020916860","XM_021061201.1:1038..2258"
"XP_020916859","XM_021061200.1:35..2500"
"XP_020916857","XM_021061198.1:81..1088"
"XP_020916858","XM_021061199.1:189..1196"
"XP_020916856","XM_021061197.1:175..1335"
"XP_020916855","XM_021061196.1:84..1619"
"XP_020916854","XM_021061195.1:76..312"
"XP_020916852","XM_021061193.1:138..4961"
"XP_020916851","XM_021061192.1:1..723"
"XP_020916850","XM_021061191.1:<1..612"
"XP_020916861","XM_021061202.1:40..1377"
"XP_020916853","XM_021061194.1:40..1443"
"XP_020916849","XM_021061190.1:173..595"
"XP_020916848","XM_021061189.1:25..1161"
"XP_020916847","XM_021061188.1:1..519"
"XP_020916846","XM_021061187.1:1..870"
"XP_020916845","XM_021061186.1:1..834"
"XP_020916843","XM_021061184.1:128..2002"
"XP_020916844","XM_021061185.1:128..1999"
"XP_020916841","XM_021061182.1:1..2037"
"XP_020916840","XM_021061181.1:1..1380"
"XP_020916839","XM_021061180.1:10..966"
"XP_020916842","XM_021061183.1:41..1948"
"XP_020916838","XM_021061179.1:582..1955"
"XP_020916837","XM_021061178.1:42..947"
"XP_020916836","XM_021061177.1:1..996"
"XP_020916835","XM_021061176.1:5..2392"
"XP_020916834","XM_021061175.1:1..681"
"XP_020916833","XM_021061174.1:1..690"
"XP_020916832","XM_021061173.1:66..824"
"XP_020916830","XM_021061171.1:1..567"
"XP_020916829","XM_021061170.1:37..>392"
"XP_020916831","XM_021061172.1:79..909"
"XP_020916828","XM_021061169.1:108..>1775"
"XP_020916827","XM_021061168.1:41..742"
"XP_020916826","XM_021061167.1:113..2572"
"XP_020916825","XM_021061166.1:267..4484"
"XP_020916824","XM_021061165.1:105..2219"
"XP_020916822","XM_021061163.1:91..3012"
"XP_020916823","XM_021061164.1:91..2883"
"XP_020916821","XM_021061162.1:138..1040"
"XP_020916819","XM_021061160.1:41..415"
"XP_020916820","XM_021061161.1:136..1110"
"XP_020916817","XM_021061158.1:539..1933"
"XP_020916818","XM_021061159.1:539..1933"
"XP_020916816","XM_021061157.1:43..1557"
"XP_020916815","XM_021061156.1:333..1943"
"XP_020916814","XM_021061155.1:122..466"
"XP_020916813","XM_021061154.1:167..1177"
"XP_020916812","XM_021061153.1:68..526"
"XP_020916811","XM_021061152.1:47..604"
"XP_020916809","XM_021061150.1:84..1142"
"XP_020916808","XM_021061149.1:109..1707"
"XP_020916807","XM_021061148.1:134..835"
"XP_020916806","XM_021061147.1:68..526"
"XP_020916805","XM_021061146.1:39..1364"
"XP_020916804","XM_021061145.1:222..1013"
"XP_020916803","XM_021061144.1:113..1390"
"XP_020916800","XM_021061141.1:365..1663"
"XP_020916801","XM_021061142.1:389..1186"
"XP_020916802","XM_021061143.1:351..2537"
"XP_020916810","XM_021061151.1:351..2537"
"XP_020916798","XM_021061139.1:72..1592"
"XP_020916799","XM_021061140.1:72..1589"
"XP_020916797","XM_021061138.1:228..902"
"XP_020916796","XM_021061137.1:319..1164"
"XP_020916795","XM_021061136.1:141..1514"
"XP_020916794","XM_021061135.1:82..936"
"XP_020916793","XM_021061134.1:12..2405"
"XP_020916789","XM_021061130.1:137..1246"
"XP_020916790","XM_021061131.1:136..1245"
"XP_020916792","XM_021061133.1:88..1197"
"XP_020916788","XM_021061129.1:88..1995"
"XP_020916791","XM_021061132.1:88..654"
"XP_020916787","XM_021061128.1:315..1289"
"XP_020916786","XM_021061127.1:131..1975"
"XP_020916783","XM_021061124.1:474..1424"
"XP_020916784","XM_021061125.1:303..1253"
"XP_020916785","XM_021061126.1:207..1157"
"XP_020916782","XM_021061123.1:32..1876"
"XP_020916781","XM_021061122.1:1..>1756"
